epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1558198514032,2019-05-18T18:55:14.032,306.480,0.864,-0.056,0.703
1558198514112,2019-05-18T18:55:14.112,306.560,0.785,-0.133,0.836
1558198514192,2019-05-18T18:55:14.192,306.640,0.163,-0.035,0.497
1558198514272,2019-05-18T18:55:14.272,306.720,0.819,-0.110,0.629
1558198514352,2019-05-18T18:55:14.352,306.800,0.839,-0.159,0.454
1558198514432,2019-05-18T18:55:14.432,306.880,0.808,-0.151,0.619
1558198514512,2019-05-18T18:55:14.512,306.960,0.599,-0.100,0.347
1558198514592,2019-05-18T18:55:14.592,307.040,0.813,-0.083,0.469
1558198514672,2019-05-18T18:55:14.672,307.120,0.853,-0.045,0.598
1558198514752,2019-05-18T18:55:14.752,307.200,0.852,0.025,0.586
1558198514832,2019-05-18T18:55:14.832,307.280,0.955,0.024,0.695
1558198514912,2019-05-18T18:55:14.912,307.360,0.800,-0.003,0.753
1558198514992,2019-05-18T18:55:14.992,307.440,0.545,-0.150,0.363
1558198515072,2019-05-18T18:55:15.072,307.520,0.975,-0.042,0.631
1558198515152,2019-05-18T18:55:15.152,307.600,0.659,-0.026,0.897
1558198515232,2019-05-18T18:55:15.232,307.680,0.591,-0.035,0.332
1558198515312,2019-05-18T18:55:15.312,307.760,0.647,-0.081,0.615
1558198515392,2019-05-18T18:55:15.392,307.840,1.056,-0.172,0.686
1558198515472,2019-05-18T18:55:15.472,307.920,0.712,-0.174,0.480
1558198515552,2019-05-18T18:55:15.552,308.000,0.693,-0.108,0.592
1558198515632,2019-05-18T18:55:15.632,308.080,0.385,-0.082,0.275
1558198515712,2019-05-18T18:55:15.712,308.160,1.260,-0.182,0.736
1558198515792,2019-05-18T18:55:15.792,308.240,0.709,-0.063,0.552
1558198515872,2019-05-18T18:55:15.872,308.320,0.428,-0.155,0.102
1558198515952,2019-05-18T18:55:15.952,308.400,0.791,-0.240,0.637
1558198516032,2019-05-18T18:55:16.032,308.480,0.650,-0.213,0.570
1558198516112,2019-05-18T18:55:16.112,308.560,0.696,-0.174,0.497
1558198516192,2019-05-18T18:55:16.192,308.640,1.167,-0.209,0.690
1558198516272,2019-05-18T18:55:16.272,308.720,1.005,-0.090,0.630
1558198516352,2019-05-18T18:55:16.352,308.800,0.468,-0.061,0.443
1558198516432,2019-05-18T18:55:16.432,308.880,0.745,0.016,0.716
1558198516512,2019-05-18T18:55:16.512,308.960,1.014,0.067,0.951
1558198516592,2019-05-18T18:55:16.592,309.040,0.574,0.049,0.205
1558198516672,2019-05-18T18:55:16.672,309.120,0.909,-0.047,0.694
1558198516752,2019-05-18T18:55:16.752,309.200,0.673,-0.041,0.766
1558198516832,2019-05-18T18:55:16.832,309.280,0.975,0.053,0.862
1558198516912,2019-05-18T18:55:16.912,309.360,0.043,0.073,0.421
1558198516992,2019-05-18T18:55:16.992,309.440,0.924,-0.098,0.707
1558198517072,2019-05-18T18:55:17.072,309.520,0.656,-0.024,0.776
1558198517152,2019-05-18T18:55:17.152,309.600,0.852,-0.146,0.538
1558198517232,2019-05-18T18:55:17.232,309.680,0.809,-0.083,0.796
1558198517312,2019-05-18T18:55:17.312,309.760,0.961,-0.125,0.498
1558198517392,2019-05-18T18:55:17.392,309.840,1.038,-0.205,0.558
1558198517472,2019-05-18T18:55:17.472,309.920,0.809,-0.105,0.563
1558198517552,2019-05-18T18:55:17.552,310.000,0.588,-0.236,0.802
1558198517632,2019-05-18T18:55:17.632,310.080,0.459,-0.109,0.739
1558198517712,2019-05-18T18:55:17.712,310.160,0.629,-0.026,0.783
1558198517792,2019-05-18T18:55:17.792,310.240,0.699,-0.026,0.659
1558198517872,2019-05-18T18:55:17.872,310.320,0.567,0.029,0.511
1558198517952,2019-05-18T18:55:17.952,310.400,0.794,0.015,0.806
1558198518032,2019-05-18T18:55:18.032,310.480,0.826,0.064,0.759
1558198518112,2019-05-18T18:55:18.112,310.560,0.636,-0.005,0.565
1558198518192,2019-05-18T18:55:18.192,310.640,0.995,-0.016,0.804
1558198518272,2019-05-18T18:55:18.272,310.720,0.694,-0.012,0.700
1558198518352,2019-05-18T18:55:18.352,310.800,0.811,-0.101,0.707
1558198518432,2019-05-18T18:55:18.432,310.880,0.716,-0.129,0.732
1558198518512,2019-05-18T18:55:18.512,310.960,0.712,-0.152,0.618
1558198518592,2019-05-18T18:55:18.592,311.040,0.729,-0.126,0.750
1558198518672,2019-05-18T18:55:18.672,311.120,0.624,-0.141,0.710
1558198518752,2019-05-18T18:55:18.752,311.200,0.724,-0.170,0.638
1558198518832,2019-05-18T18:55:18.832,311.280,0.711,-0.102,0.842
1558198518912,2019-05-18T18:55:18.912,311.360,0.765,-0.115,0.744
1558198518992,2019-05-18T18:55:18.992,311.440,0.712,-0.061,0.679
1558198519072,2019-05-18T18:55:19.072,311.520,0.595,-0.076,0.735
1558198519152,2019-05-18T18:55:19.152,311.600,0.868,-0.069,0.664
1558198519232,2019-05-18T18:55:19.232,311.680,0.729,-0.080,0.519
1558198519312,2019-05-18T18:55:19.312,311.760,0.723,-0.208,0.640
1558198519392,2019-05-18T18:55:19.392,311.840,0.772,-0.077,0.857
1558198519472,2019-05-18T18:55:19.472,311.920,0.449,-0.052,0.740
1558198519552,2019-05-18T18:55:19.552,312.000,0.159,0.110,0.759
1558198519632,2019-05-18T18:55:19.632,312.080,0.941,-0.071,0.825
1558198519712,2019-05-18T18:55:19.712,312.160,0.968,-0.123,0.677
1558198519792,2019-05-18T18:55:19.792,312.240,0.686,-0.090,0.512
1558198519872,2019-05-18T18:55:19.872,312.320,0.378,0.138,0.748
1558198519952,2019-05-18T18:55:19.952,312.400,0.674,0.012,0.727
1558198520032,2019-05-18T18:55:20.032,312.480,0.606,-0.058,0.755
1558198520112,2019-05-18T18:55:20.112,312.560,0.757,-0.063,0.771
1558198520192,2019-05-18T18:55:20.192,312.640,0.760,-0.100,0.673
1558198520272,2019-05-18T18:55:20.272,312.720,0.808,-0.065,0.756
1558198520352,2019-05-18T18:55:20.352,312.800,0.822,-0.148,0.943
1558198520432,2019-05-18T18:55:20.432,312.880,0.151,0.061,0.459
1558198520512,2019-05-18T18:55:20.512,312.960,1.168,-0.087,0.654
1558198520592,2019-05-18T18:55:20.592,313.040,0.861,-0.135,0.540
1558198520672,2019-05-18T18:55:20.672,313.120,0.466,-0.095,0.639
1558198520752,2019-05-18T18:55:20.752,313.200,0.761,-0.037,0.886
1558198520832,2019-05-18T18:55:20.832,313.280,0.932,-0.076,0.776
1558198520912,2019-05-18T18:55:20.912,313.360,0.674,-0.175,0.477
1558198520992,2019-05-18T18:55:20.992,313.440,0.745,-0.232,0.563
1558198521072,2019-05-18T18:55:21.072,313.520,0.598,0.022,0.575
1558198521152,2019-05-18T18:55:21.152,313.600,0.736,-0.020,0.744
1558198521232,2019-05-18T18:55:21.232,313.680,0.495,0.011,0.554
1558198521312,2019-05-18T18:55:21.312,313.760,0.786,-0.075,0.625
1558198521392,2019-05-18T18:55:21.392,313.840,0.770,-0.136,0.518
1558198521472,2019-05-18T18:55:21.472,313.920,0.744,-0.162,0.686
1558198521552,2019-05-18T18:55:21.552,314.000,0.671,-0.166,0.536
1558198521632,2019-05-18T18:55:21.632,314.080,0.833,-0.131,0.583
1558198521712,2019-05-18T18:55:21.712,314.160,0.918,-0.209,0.588
1558198521792,2019-05-18T18:55:21.792,314.240,0.668,-0.111,0.540
1558198521872,2019-05-18T18:55:21.872,314.320,0.850,-0.071,0.816
1558198521952,2019-05-18T18:55:21.952,314.400,0.540,0.043,0.727
1558198522032,2019-05-18T18:55:22.032,314.480,0.839,-0.070,0.621
1558198522112,2019-05-18T18:55:22.112,314.560,0.680,0.039,0.574
1558198522192,2019-05-18T18:55:22.192,314.640,0.566,0.007,0.710
1558198522272,2019-05-18T18:55:22.272,314.720,0.617,0.083,0.907
1558198522352,2019-05-18T18:55:22.352,314.800,0.834,0.021,0.770
1558198522432,2019-05-18T18:55:22.432,314.880,0.802,-0.073,0.600
1558198522512,2019-05-18T18:55:22.512,314.960,0.775,-0.156,0.198
1558198522592,2019-05-18T18:55:22.592,315.040,0.778,-0.048,0.362
1558198522672,2019-05-18T18:55:22.672,315.120,0.792,0.028,0.553
1558198522752,2019-05-18T18:55:22.752,315.200,0.578,-0.025,0.396
1558198522832,2019-05-18T18:55:22.832,315.280,0.620,-0.116,0.615
1558198522912,2019-05-18T18:55:22.912,315.360,0.869,-0.056,0.533
1558198522992,2019-05-18T18:55:22.992,315.440,0.866,-0.175,0.523
1558198523072,2019-05-18T18:55:23.072,315.520,0.745,-0.157,0.678
1558198523152,2019-05-18T18:55:23.152,315.600,0.514,-0.089,0.578
1558198523232,2019-05-18T18:55:23.232,315.680,0.908,-0.253,0.622
1558198523312,2019-05-18T18:55:23.312,315.760,0.803,-0.174,0.629
1558198523392,2019-05-18T18:55:23.392,315.840,0.692,-0.104,0.614
1558198523472,2019-05-18T18:55:23.472,315.920,0.727,-0.062,0.675
1558198523552,2019-05-18T18:55:23.552,316.000,0.750,-0.042,0.625
1558198523632,2019-05-18T18:55:23.632,316.080,0.786,-0.068,0.561
1558198523712,2019-05-18T18:55:23.712,316.160,0.898,-0.057,0.623
1558198523792,2019-05-18T18:55:23.792,316.240,0.483,0.122,0.484
1558198523872,2019-05-18T18:55:23.872,316.320,0.732,0.004,0.770
1558198523952,2019-05-18T18:55:23.952,316.400,0.637,-0.004,0.801
1558198524032,2019-05-18T18:55:24.032,316.480,0.796,-0.073,0.615
1558198524112,2019-05-18T18:55:24.112,316.560,0.593,-0.015,0.695
1558198524192,2019-05-18T18:55:24.192,316.640,0.830,-0.024,0.832
1558198524272,2019-05-18T18:55:24.272,316.720,0.479,0.081,0.732
1558198524352,2019-05-18T18:55:24.352,316.800,0.326,-0.073,0.636
1558198524432,2019-05-18T18:55:24.432,316.880,0.895,-0.104,1.022
1558198524512,2019-05-18T18:55:24.512,316.960,0.706,-0.204,0.688
1558198524592,2019-05-18T18:55:24.592,317.040,0.528,-0.063,0.506
1558198524672,2019-05-18T18:55:24.672,317.120,0.699,-0.076,0.875
1558198524752,2019-05-18T18:55:24.752,317.200,0.750,-0.119,0.740
1558198524832,2019-05-18T18:55:24.832,317.280,0.732,-0.150,0.626
1558198524912,2019-05-18T18:55:24.912,317.360,0.611,-0.037,0.726
1558198524992,2019-05-18T18:55:24.992,317.440,0.530,-0.071,0.737
1558198525072,2019-05-18T18:55:25.072,317.520,0.689,-0.004,0.741
1558198525152,2019-05-18T18:55:25.152,317.600,0.811,-0.102,0.778
1558198525232,2019-05-18T18:55:25.232,317.680,0.721,-0.165,0.761
1558198525312,2019-05-18T18:55:25.312,317.760,0.685,-0.179,0.746
1558198525392,2019-05-18T18:55:25.392,317.840,0.700,-0.172,0.782
1558198525472,2019-05-18T18:55:25.472,317.920,0.764,-0.035,0.749
1558198525552,2019-05-18T18:55:25.552,318.000,0.701,0.016,0.587
1558198525632,2019-05-18T18:55:25.632,318.080,0.767,0.049,0.552
1558198525712,2019-05-18T18:55:25.712,318.160,0.946,-0.004,0.704
1558198525792,2019-05-18T18:55:25.792,318.240,-0.055,0.031,0.325
1558198525872,2019-05-18T18:55:25.872,318.320,0.578,-0.034,1.191
1558198525952,2019-05-18T18:55:25.952,318.400,1.153,0.009,0.614
1558198526032,2019-05-18T18:55:26.032,318.480,0.863,-0.057,0.454
1558198526112,2019-05-18T18:55:26.112,318.560,0.686,-0.088,0.679
1558198526192,2019-05-18T18:55:26.192,318.640,0.978,-0.110,1.019
1558198526272,2019-05-18T18:55:26.272,318.720,-0.278,0.062,0.007
1558198526352,2019-05-18T18:55:26.352,318.800,0.652,-0.187,0.712
1558198526432,2019-05-18T18:55:26.432,318.880,1.646,-0.223,1.312
1558198526512,2019-05-18T18:55:26.512,318.960,0.243,-0.077,0.172
1558198526592,2019-05-18T18:55:26.592,319.040,0.339,-0.029,0.316
1558198526672,2019-05-18T18:55:26.672,319.120,1.453,0.014,0.759
1558198526752,2019-05-18T18:55:26.752,319.200,1.229,0.038,0.642
1558198526832,2019-05-18T18:55:26.832,319.280,-0.137,0.051,0.297
1558198526912,2019-05-18T18:55:26.912,319.360,0.127,0.010,0.929
1558198526992,2019-05-18T18:55:26.992,319.440,1.594,-0.295,1.140
1558198527072,2019-05-18T18:55:27.072,319.520,0.514,-0.178,0.346
1558198527152,2019-05-18T18:55:27.152,319.600,0.136,-0.089,0.097
1558198527232,2019-05-18T18:55:27.232,319.680,1.371,-0.093,0.854
1558198527312,2019-05-18T18:55:27.312,319.760,0.809,-0.085,0.654
1558198527392,2019-05-18T18:55:27.392,319.840,0.542,-0.065,0.812
1558198527472,2019-05-18T18:55:27.472,319.920,0.850,-0.049,1.055
1558198527552,2019-05-18T18:55:27.552,320.000,-0.085,-0.081,-0.036
1558198527632,2019-05-18T18:55:27.632,320.080,1.224,0.018,1.306
1558198527712,2019-05-18T18:55:27.712,320.160,0.524,-0.159,0.533
1558198527792,2019-05-18T18:55:27.792,320.240,0.358,0.098,0.271
1558198527872,2019-05-18T18:55:27.872,320.320,1.092,0.160,0.780
1558198527952,2019-05-18T18:55:27.952,320.400,0.745,0.203,0.342
1558198528032,2019-05-18T18:55:28.032,320.480,0.979,-0.235,0.619
1558198528112,2019-05-18T18:55:28.112,320.560,1.002,-0.343,0.734
1558198528192,2019-05-18T18:55:28.192,320.640,0.825,-0.218,0.482
1558198528272,2019-05-18T18:55:28.272,320.720,0.710,-0.016,0.650
1558198528352,2019-05-18T18:55:28.352,320.800,0.838,-0.027,0.779
1558198528432,2019-05-18T18:55:28.432,320.880,0.567,-0.061,0.716
1558198528512,2019-05-18T18:55:28.512,320.960,0.681,-0.133,0.373
1558198528592,2019-05-18T18:55:28.592,321.040,0.613,-0.099,0.369
1558198528672,2019-05-18T18:55:28.672,321.120,0.570,-0.028,0.547
1558198528752,2019-05-18T18:55:28.752,321.200,1.026,-0.040,0.782
1558198528832,2019-05-18T18:55:28.832,321.280,0.392,0.079,0.509
1558198528912,2019-05-18T18:55:28.912,321.360,0.612,-0.068,0.668
1558198528992,2019-05-18T18:55:28.992,321.440,0.994,-0.141,0.829
1558198529072,2019-05-18T18:55:29.072,321.520,0.677,-0.072,0.505
1558198529152,2019-05-18T18:55:29.152,321.600,0.583,-0.039,0.648
1558198529232,2019-05-18T18:55:29.232,321.680,0.580,-0.110,0.850
1558198529312,2019-05-18T18:55:29.312,321.760,0.660,-0.091,0.861
1558198529392,2019-05-18T18:55:29.392,321.840,0.565,-0.050,0.526
1558198529472,2019-05-18T18:55:29.472,321.920,0.937,0.010,0.628
1558198529552,2019-05-18T18:55:29.552,322.000,0.810,0.014,0.861
1558198529632,2019-05-18T18:55:29.632,322.080,0.432,-0.000,0.595
1558198529712,2019-05-18T18:55:29.712,322.160,0.842,-0.104,0.971
1558198529792,2019-05-18T18:55:29.792,322.240,0.670,-0.052,0.810
1558198529872,2019-05-18T18:55:29.872,322.320,0.485,0.000,0.587
1558198529952,2019-05-18T18:55:29.952,322.400,0.839,-0.164,0.755
1558198530032,2019-05-18T18:55:30.032,322.480,0.833,-0.110,0.849
1558198530112,2019-05-18T18:55:30.112,322.560,0.602,-0.093,0.659
1558198530192,2019-05-18T18:55:30.192,322.640,0.641,-0.142,0.855
1558198530272,2019-05-18T18:55:30.272,322.720,0.809,-0.164,0.907
1558198530352,2019-05-18T18:55:30.352,322.800,0.212,0.063,0.388
1558198530432,2019-05-18T18:55:30.432,322.880,0.881,0.038,0.760
1558198530512,2019-05-18T18:55:30.512,322.960,1.174,-0.189,0.739
1558198530592,2019-05-18T18:55:30.592,323.040,0.717,-0.072,0.327
1558198530672,2019-05-18T18:55:30.672,323.120,0.512,0.032,0.549
1558198530752,2019-05-18T18:55:30.752,323.200,0.520,0.111,1.145
1558198530832,2019-05-18T18:55:30.832,323.280,0.846,-0.115,0.824
1558198530912,2019-05-18T18:55:30.912,323.360,0.949,-0.202,0.296
1558198530992,2019-05-18T18:55:30.992,323.440,0.836,-0.101,0.283
1558198531072,2019-05-18T18:55:31.072,323.520,0.792,0.061,0.576
1558198531152,2019-05-18T18:55:31.152,323.600,0.755,0.053,0.669
1558198531232,2019-05-18T18:55:31.232,323.680,0.729,-0.184,0.500
1558198531312,2019-05-18T18:55:31.312,323.760,0.190,-0.113,0.184
1558198531392,2019-05-18T18:55:31.392,323.840,1.011,-0.228,0.723
1558198531472,2019-05-18T18:55:31.472,323.920,0.893,-0.238,0.710
1558198531552,2019-05-18T18:55:31.552,324.000,0.601,-0.094,0.592
1558198531632,2019-05-18T18:55:31.632,324.080,0.645,-0.069,0.373
1558198531712,2019-05-18T18:55:31.712,324.160,1.033,-0.160,0.568
1558198531792,2019-05-18T18:55:31.792,324.240,0.617,-0.068,0.494
1558198531872,2019-05-18T18:55:31.872,324.320,0.575,-0.025,0.432
1558198531952,2019-05-18T18:55:31.952,324.400,0.887,0.036,0.601
1558198532032,2019-05-18T18:55:32.032,324.480,0.841,0.041,0.587
1558198532112,2019-05-18T18:55:32.112,324.560,0.713,0.027,0.528
1558198532192,2019-05-18T18:55:32.192,324.640,0.647,-0.082,0.407
1558198532272,2019-05-18T18:55:32.272,324.720,0.834,-0.124,0.741
1558198532352,2019-05-18T18:55:32.352,324.800,0.745,0.008,0.745
1558198532432,2019-05-18T18:55:32.432,324.880,0.663,0.035,0.625
1558198532512,2019-05-18T18:55:32.512,324.960,0.512,-0.050,0.582
1558198532592,2019-05-18T18:55:32.592,325.040,0.820,-0.167,0.767
1558198532672,2019-05-18T18:55:32.672,325.120,0.744,-0.006,0.509
1558198532752,2019-05-18T18:55:32.752,325.200,0.987,-0.078,0.589
1558198532832,2019-05-18T18:55:32.832,325.280,0.823,-0.057,0.770
1558198532912,2019-05-18T18:55:32.912,325.360,0.509,-0.187,0.649
1558198532992,2019-05-18T18:55:32.992,325.440,0.824,-0.111,0.744
1558198533072,2019-05-18T18:55:33.072,325.520,0.755,-0.041,0.778
1558198533152,2019-05-18T18:55:33.152,325.600,0.652,0.010,0.645
1558198533232,2019-05-18T18:55:33.232,325.680,0.531,-0.075,0.684
1558198533312,2019-05-18T18:55:33.312,325.760,0.707,-0.138,0.818
1558198533392,2019-05-18T18:55:33.392,325.840,0.648,-0.147,0.726
1558198533472,2019-05-18T18:55:33.472,325.920,0.658,-0.038,0.721
1558198533552,2019-05-18T18:55:33.552,326.000,0.375,0.031,0.652
1558198533632,2019-05-18T18:55:33.632,326.080,1.042,-0.110,0.647
1558198533712,2019-05-18T18:55:33.712,326.160,0.846,-0.175,0.494
1558198533792,2019-05-18T18:55:33.792,326.240,0.417,-0.061,0.460
1558198533872,2019-05-18T18:55:33.872,326.320,0.697,-0.056,1.021
1558198533952,2019-05-18T18:55:33.952,326.400,0.617,0.045,0.678
1558198534032,2019-05-18T18:55:34.032,326.480,0.445,0.003,0.636
1558198534112,2019-05-18T18:55:34.112,326.560,1.293,-0.215,0.814
1558198534192,2019-05-18T18:55:34.192,326.640,0.954,-0.029,0.688
1558198534272,2019-05-18T18:55:34.272,326.720,0.096,0.024,0.450
1558198534352,2019-05-18T18:55:34.352,326.800,0.868,-0.075,1.250
1558198534432,2019-05-18T18:55:34.432,326.880,0.733,0.001,0.651
1558198534512,2019-05-18T18:55:34.512,326.960,0.798,-0.061,0.542
1558198534592,2019-05-18T18:55:34.592,327.040,0.819,0.083,0.646
1558198534672,2019-05-18T18:55:34.672,327.120,0.727,-0.065,0.699
1558198534752,2019-05-18T18:55:34.752,327.200,0.546,-0.092,0.645
1558198534832,2019-05-18T18:55:34.832,327.280,0.669,-0.132,0.577
1558198534912,2019-05-18T18:55:34.912,327.360,0.733,-0.119,0.685
1558198534992,2019-05-18T18:55:34.992,327.440,0.747,-0.105,0.537
1558198535072,2019-05-18T18:55:35.072,327.520,0.782,-0.123,0.600
1558198535152,2019-05-18T18:55:35.152,327.600,0.642,-0.120,0.752
1558198535232,2019-05-18T18:55:35.232,327.680,0.452,-0.029,0.393
1558198535312,2019-05-18T18:55:35.312,327.760,0.893,-0.018,0.689
1558198535392,2019-05-18T18:55:35.392,327.840,0.869,-0.036,0.506
1558198535472,2019-05-18T18:55:35.472,327.920,0.706,-0.107,0.570
1558198535552,2019-05-18T18:55:35.552,328.000,0.838,-0.203,0.653
1558198535632,2019-05-18T18:55:35.632,328.080,0.887,-0.172,0.923
1558198535712,2019-05-18T18:55:35.712,328.160,0.434,0.063,0.714
1558198535792,2019-05-18T18:55:35.792,328.240,0.846,-0.008,1.174
1558198535872,2019-05-18T18:55:35.872,328.320,0.569,-0.166,0.409
1558198535952,2019-05-18T18:55:35.952,328.400,0.940,-0.239,0.466
1558198536032,2019-05-18T18:55:36.032,328.480,0.749,0.029,0.415
1558198536112,2019-05-18T18:55:36.112,328.560,0.938,0.001,0.791
1558198536192,2019-05-18T18:55:36.192,328.640,0.773,-0.030,0.810
1558198536272,2019-05-18T18:55:36.272,328.720,0.303,0.084,0.537
1558198536352,2019-05-18T18:55:36.352,328.800,0.645,-0.122,0.689
1558198536432,2019-05-18T18:55:36.432,328.880,0.597,-0.125,0.222
1558198536512,2019-05-18T18:55:36.512,328.960,0.943,0.068,0.333
1558198536592,2019-05-18T18:55:36.592,329.040,0.878,-0.058,0.723
1558198536672,2019-05-18T18:55:36.672,329.120,0.743,-0.101,0.689
1558198536752,2019-05-18T18:55:36.752,329.200,0.676,-0.028,1.100
1558198536832,2019-05-18T18:55:36.832,329.280,0.569,-0.078,0.593
1558198536912,2019-05-18T18:55:36.912,329.360,0.610,-0.155,0.243
1558198536992,2019-05-18T18:55:36.992,329.440,0.979,0.007,0.785
1558198537072,2019-05-18T18:55:37.072,329.520,0.312,-0.146,0.502
1558198537152,2019-05-18T18:55:37.152,329.600,0.887,-0.173,0.930
1558198537232,2019-05-18T18:55:37.232,329.680,0.714,0.001,0.214
1558198537312,2019-05-18T18:55:37.312,329.760,0.894,0.034,0.725
1558198537392,2019-05-18T18:55:37.392,329.840,0.610,-0.018,1.048
1558198537472,2019-05-18T18:55:37.472,329.920,0.480,-0.235,0.807
1558198537552,2019-05-18T18:55:37.552,330.000,0.272,-0.044,0.061
1558198537632,2019-05-18T18:55:37.632,330.080,0.271,0.135,0.646
1558198537712,2019-05-18T18:55:37.712,330.160,1.239,-0.029,1.091
1558198537792,2019-05-18T18:55:37.792,330.240,0.694,-0.120,0.340
1558198537872,2019-05-18T18:55:37.872,330.320,0.898,0.046,1.107
1558198537952,2019-05-18T18:55:37.952,330.400,0.425,0.048,0.677
1558198538032,2019-05-18T18:55:38.032,330.480,0.349,-0.247,0.546
1558198538112,2019-05-18T18:55:38.112,330.560,0.326,-0.223,0.137
1558198538192,2019-05-18T18:55:38.192,330.640,1.213,0.024,1.195
1558198538272,2019-05-18T18:55:38.272,330.720,1.126,-0.042,0.564
1558198538352,2019-05-18T18:55:38.352,330.800,1.205,-0.137,1.032
1558198538432,2019-05-18T18:55:38.432,330.880,0.414,-0.107,0.290
1558198538512,2019-05-18T18:55:38.512,330.960,0.050,-0.210,0.375
1558198538592,2019-05-18T18:55:38.592,331.040,0.721,-0.042,1.094
1558198538672,2019-05-18T18:55:38.672,331.120,0.820,0.383,1.004
1558198538752,2019-05-18T18:55:38.752,331.200,0.873,-0.151,0.625
1558198538832,2019-05-18T18:55:38.832,331.280,0.854,-0.263,0.757
1558198538912,2019-05-18T18:55:38.912,331.360,0.391,-0.132,0.511
1558198538992,2019-05-18T18:55:38.992,331.440,0.536,-0.207,0.840
1558198539072,2019-05-18T18:55:39.072,331.520,0.832,-0.118,0.730
1558198539152,2019-05-18T18:55:39.152,331.600,0.560,-0.034,0.220
1558198539232,2019-05-18T18:55:39.232,331.680,0.921,0.236,0.683
1558198539312,2019-05-18T18:55:39.312,331.760,0.804,0.052,0.729
1558198539392,2019-05-18T18:55:39.392,331.840,0.599,-0.171,0.594
1558198539472,2019-05-18T18:55:39.472,331.920,0.733,-0.122,1.383
1558198539552,2019-05-18T18:55:39.552,332.000,0.305,-0.071,0.279
1558198539632,2019-05-18T18:55:39.632,332.080,1.104,-0.231,0.750
1558198539712,2019-05-18T18:55:39.712,332.160,0.918,-0.024,0.811
1558198539792,2019-05-18T18:55:39.792,332.240,0.342,0.111,0.467
1558198539872,2019-05-18T18:55:39.872,332.320,0.899,0.076,0.816
1558198539952,2019-05-18T18:55:39.952,332.400,0.403,0.047,0.438
1558198540032,2019-05-18T18:55:40.032,332.480,0.980,-0.091,0.900
1558198540112,2019-05-18T18:55:40.112,332.560,0.699,-0.125,0.794
