epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1558200117072,2019-05-18T19:21:57.072,1909.520,0.814,-0.028,0.451
1558200117152,2019-05-18T19:21:57.152,1909.600,0.855,-0.021,0.351
1558200117232,2019-05-18T19:21:57.232,1909.680,0.851,-0.049,0.401
1558200117312,2019-05-18T19:21:57.312,1909.760,0.786,-0.089,0.498
1558200117392,2019-05-18T19:21:57.392,1909.840,0.777,-0.068,0.429
1558200117472,2019-05-18T19:21:57.472,1909.920,0.822,-0.043,0.468
1558200117552,2019-05-18T19:21:57.552,1910.000,0.815,-0.135,0.493
1558200117632,2019-05-18T19:21:57.632,1910.080,0.875,-0.135,0.363
1558200117712,2019-05-18T19:21:57.712,1910.160,0.845,-0.154,0.405
1558200117792,2019-05-18T19:21:57.792,1910.240,0.837,-0.130,0.459
1558200117872,2019-05-18T19:21:57.872,1910.320,0.781,-0.131,0.484
1558200117952,2019-05-18T19:21:57.952,1910.400,0.792,-0.108,0.487
1558200118032,2019-05-18T19:21:58.032,1910.480,0.792,-0.044,0.479
1558200118112,2019-05-18T19:21:58.112,1910.560,0.805,0.007,0.510
1558200118192,2019-05-18T19:21:58.192,1910.640,0.828,-0.095,0.362
1558200118272,2019-05-18T19:21:58.272,1910.720,0.807,-0.028,0.336
1558200118352,2019-05-18T19:21:58.352,1910.800,0.855,-0.047,0.504
1558200118432,2019-05-18T19:21:58.432,1910.880,0.805,-0.087,0.538
1558200118512,2019-05-18T19:21:58.512,1910.960,0.814,-0.099,0.449
1558200118592,2019-05-18T19:21:58.592,1911.040,0.802,-0.161,0.449
1558200118672,2019-05-18T19:21:58.672,1911.120,0.839,-0.192,0.404
1558200118752,2019-05-18T19:21:58.752,1911.200,0.819,-0.152,0.372
1558200118832,2019-05-18T19:21:58.832,1911.280,0.708,-0.110,0.441
1558200118912,2019-05-18T19:21:58.912,1911.360,0.782,-0.052,0.570
1558200118992,2019-05-18T19:21:58.992,1911.440,0.826,-0.083,0.498
1558200119072,2019-05-18T19:21:59.072,1911.520,0.815,-0.049,0.472
1558200119152,2019-05-18T19:21:59.152,1911.600,0.818,-0.079,0.488
1558200119232,2019-05-18T19:21:59.232,1911.680,0.785,-0.087,0.314
1558200119312,2019-05-18T19:21:59.312,1911.760,0.839,-0.030,0.357
1558200119392,2019-05-18T19:21:59.392,1911.840,0.891,-0.034,0.478
1558200119472,2019-05-18T19:21:59.472,1911.920,0.835,-0.061,0.575
1558200119552,2019-05-18T19:21:59.552,1912.000,0.775,-0.123,0.532
1558200119632,2019-05-18T19:21:59.632,1912.080,0.818,-0.167,0.422
1558200119712,2019-05-18T19:21:59.712,1912.160,0.860,-0.116,0.421
1558200119792,2019-05-18T19:21:59.792,1912.240,0.879,-0.207,0.429
1558200119872,2019-05-18T19:21:59.872,1912.320,0.850,-0.098,0.521
1558200119952,2019-05-18T19:21:59.952,1912.400,0.690,-0.103,0.514
1558200120032,2019-05-18T19:22:00.032,1912.480,0.729,-0.114,0.491
1558200120112,2019-05-18T19:22:00.112,1912.560,0.790,-0.017,0.530
1558200120192,2019-05-18T19:22:00.192,1912.640,0.880,-0.032,0.443
1558200120272,2019-05-18T19:22:00.272,1912.720,0.759,-0.032,0.509
1558200120352,2019-05-18T19:22:00.352,1912.800,0.805,-0.001,0.425
1558200120432,2019-05-18T19:22:00.432,1912.880,0.774,-0.040,0.439
1558200120512,2019-05-18T19:22:00.512,1912.960,0.760,-0.124,0.493
1558200120592,2019-05-18T19:22:00.592,1913.040,0.751,-0.162,0.515
1558200120672,2019-05-18T19:22:00.672,1913.120,0.741,-0.130,0.380
1558200120752,2019-05-18T19:22:00.752,1913.200,0.924,-0.059,0.486
1558200120832,2019-05-18T19:22:00.832,1913.280,0.738,-0.082,0.581
1558200120912,2019-05-18T19:22:00.912,1913.360,0.787,-0.137,0.327
1558200120992,2019-05-18T19:22:00.992,1913.440,0.906,-0.208,0.407
1558200121072,2019-05-18T19:22:01.072,1913.520,0.809,0.053,0.529
1558200121152,2019-05-18T19:22:01.152,1913.600,0.798,-0.072,0.402
1558200121232,2019-05-18T19:22:01.232,1913.680,0.861,-0.114,0.487
1558200121312,2019-05-18T19:22:01.312,1913.760,0.842,-0.067,0.511
1558200121392,2019-05-18T19:22:01.392,1913.840,0.795,-0.047,0.493
1558200121472,2019-05-18T19:22:01.472,1913.920,0.745,-0.059,0.561
1558200121552,2019-05-18T19:22:01.552,1914.000,0.740,-0.051,0.603
1558200121632,2019-05-18T19:22:01.632,1914.080,0.854,-0.073,0.454
1558200121712,2019-05-18T19:22:01.712,1914.160,0.827,-0.150,0.458
1558200121792,2019-05-18T19:22:01.792,1914.240,0.802,-0.115,0.408
1558200121872,2019-05-18T19:22:01.872,1914.320,0.792,-0.134,0.406
1558200121952,2019-05-18T19:22:01.952,1914.400,0.814,-0.107,0.495
1558200122032,2019-05-18T19:22:02.032,1914.480,0.848,-0.131,0.570
1558200122112,2019-05-18T19:22:02.112,1914.560,0.780,-0.090,0.594
1558200122192,2019-05-18T19:22:02.192,1914.640,0.793,-0.055,0.441
1558200122272,2019-05-18T19:22:02.272,1914.720,0.822,-0.029,0.399
1558200122352,2019-05-18T19:22:02.352,1914.800,0.714,-0.042,0.408
1558200122432,2019-05-18T19:22:02.432,1914.880,0.854,-0.016,0.533
1558200122512,2019-05-18T19:22:02.512,1914.960,0.804,-0.057,0.484
1558200122592,2019-05-18T19:22:02.592,1915.040,0.815,-0.104,0.496
1558200122672,2019-05-18T19:22:02.672,1915.120,0.787,-0.075,0.561
1558200122752,2019-05-18T19:22:02.752,1915.200,0.729,-0.114,0.340
1558200122832,2019-05-18T19:22:02.832,1915.280,0.811,-0.089,0.410
1558200122912,2019-05-18T19:22:02.912,1915.360,0.795,-0.066,0.483
1558200122992,2019-05-18T19:22:02.992,1915.440,0.823,-0.114,0.524
1558200123072,2019-05-18T19:22:03.072,1915.520,0.797,-0.103,0.563
1558200123152,2019-05-18T19:22:03.152,1915.600,0.783,-0.127,0.542
1558200123232,2019-05-18T19:22:03.232,1915.680,0.777,-0.118,0.469
1558200123312,2019-05-18T19:22:03.312,1915.760,0.788,-0.088,0.428
1558200123392,2019-05-18T19:22:03.392,1915.840,0.791,-0.063,0.432
1558200123472,2019-05-18T19:22:03.472,1915.920,0.770,-0.053,0.472
1558200123552,2019-05-18T19:22:03.552,1916.000,0.835,0.015,0.499
1558200123632,2019-05-18T19:22:03.632,1916.080,0.780,-0.054,0.462
1558200123712,2019-05-18T19:22:03.712,1916.160,0.755,-0.085,0.527
1558200123792,2019-05-18T19:22:03.792,1916.240,0.732,-0.094,0.479
1558200123872,2019-05-18T19:22:03.872,1916.320,0.782,-0.114,0.438
1558200123952,2019-05-18T19:22:03.952,1916.400,0.785,-0.110,0.477
1558200124032,2019-05-18T19:22:04.032,1916.480,0.809,-0.098,0.469
1558200124112,2019-05-18T19:22:04.112,1916.560,0.778,-0.093,0.489
1558200124192,2019-05-18T19:22:04.192,1916.640,0.757,-0.101,0.491
1558200124272,2019-05-18T19:22:04.272,1916.720,0.692,-0.073,0.510
1558200124352,2019-05-18T19:22:04.352,1916.800,0.783,-0.083,0.519
1558200124432,2019-05-18T19:22:04.432,1916.880,0.847,-0.111,0.491
1558200124512,2019-05-18T19:22:04.512,1916.960,0.769,-0.134,0.473
1558200124592,2019-05-18T19:22:04.592,1917.040,0.754,-0.106,0.437
1558200124672,2019-05-18T19:22:04.672,1917.120,0.809,-0.050,0.505
1558200124752,2019-05-18T19:22:04.752,1917.200,0.562,-0.004,0.461
1558200124832,2019-05-18T19:22:04.832,1917.280,0.791,-0.040,0.385
1558200124912,2019-05-18T19:22:04.912,1917.360,1.005,-0.056,0.648
1558200124992,2019-05-18T19:22:04.992,1917.440,0.868,-0.106,0.537
1558200125072,2019-05-18T19:22:05.072,1917.520,0.815,-0.064,0.287
1558200125152,2019-05-18T19:22:05.152,1917.600,0.641,-0.093,0.599
1558200125232,2019-05-18T19:22:05.232,1917.680,0.687,-0.148,0.532
1558200125312,2019-05-18T19:22:05.312,1917.760,0.844,-0.076,0.401
1558200125392,2019-05-18T19:22:05.392,1917.840,0.846,-0.042,0.400
1558200125472,2019-05-18T19:22:05.472,1917.920,0.873,-0.132,0.404
1558200125552,2019-05-18T19:22:05.552,1918.000,0.789,-0.015,0.580
1558200125632,2019-05-18T19:22:05.632,1918.080,0.724,-0.095,0.669
1558200125712,2019-05-18T19:22:05.712,1918.160,0.793,-0.180,0.461
1558200125792,2019-05-18T19:22:05.792,1918.240,0.798,-0.083,0.422
1558200125872,2019-05-18T19:22:05.872,1918.320,0.749,0.024,0.512
1558200125952,2019-05-18T19:22:05.952,1918.400,0.776,-0.094,0.563
1558200126032,2019-05-18T19:22:06.032,1918.480,0.784,-0.148,0.509
1558200126112,2019-05-18T19:22:06.112,1918.560,0.754,-0.104,0.473
1558200126192,2019-05-18T19:22:06.192,1918.640,0.787,-0.076,0.466
1558200126272,2019-05-18T19:22:06.272,1918.720,0.830,-0.043,0.514
1558200126352,2019-05-18T19:22:06.352,1918.800,0.860,-0.062,0.521
1558200126432,2019-05-18T19:22:06.432,1918.880,0.851,-0.112,0.512
1558200126512,2019-05-18T19:22:06.512,1918.960,0.910,-0.123,0.534
1558200126592,2019-05-18T19:22:06.592,1919.040,0.838,-0.132,0.521
1558200126672,2019-05-18T19:22:06.672,1919.120,0.784,-0.090,0.501
1558200126752,2019-05-18T19:22:06.752,1919.200,0.641,-0.040,0.570
1558200126832,2019-05-18T19:22:06.832,1919.280,0.886,-0.087,0.597
1558200126912,2019-05-18T19:22:06.912,1919.360,0.930,-0.120,0.497
1558200126992,2019-05-18T19:22:06.992,1919.440,0.807,-0.124,0.367
1558200127072,2019-05-18T19:22:07.072,1919.520,0.747,-0.104,0.455
1558200127152,2019-05-18T19:22:07.152,1919.600,0.816,-0.077,0.591
1558200127232,2019-05-18T19:22:07.232,1919.680,0.937,-0.109,0.658
1558200127312,2019-05-18T19:22:07.312,1919.760,0.908,-0.115,0.551
1558200127392,2019-05-18T19:22:07.392,1919.840,0.792,-0.074,0.444
1558200127472,2019-05-18T19:22:07.472,1919.920,0.792,-0.073,0.472
1558200127552,2019-05-18T19:22:07.552,1920.000,0.813,-0.102,0.487
1558200127632,2019-05-18T19:22:07.632,1920.080,0.692,-0.099,0.543
1558200127712,2019-05-18T19:22:07.712,1920.160,0.821,-0.098,0.595
1558200127792,2019-05-18T19:22:07.792,1920.240,0.877,-0.123,0.474
1558200127872,2019-05-18T19:22:07.872,1920.320,0.782,-0.134,0.350
1558200127952,2019-05-18T19:22:07.952,1920.400,0.678,-0.080,0.553
1558200128032,2019-05-18T19:22:08.032,1920.480,0.751,0.006,0.660
1558200128112,2019-05-18T19:22:08.112,1920.560,0.808,-0.003,0.595
1558200128192,2019-05-18T19:22:08.192,1920.640,0.822,-0.125,0.528
1558200128272,2019-05-18T19:22:08.272,1920.720,0.842,-0.177,0.461
1558200128352,2019-05-18T19:22:08.352,1920.800,0.787,-0.157,0.456
1558200128432,2019-05-18T19:22:08.432,1920.880,0.826,-0.144,0.466
1558200128512,2019-05-18T19:22:08.512,1920.960,0.822,-0.121,0.489
1558200128592,2019-05-18T19:22:08.592,1921.040,0.788,-0.127,0.519
1558200128672,2019-05-18T19:22:08.672,1921.120,0.742,-0.156,0.452
1558200128752,2019-05-18T19:22:08.752,1921.200,0.813,-0.193,0.505
1558200128832,2019-05-18T19:22:08.832,1921.280,0.808,-0.124,0.599
1558200128912,2019-05-18T19:22:08.912,1921.360,0.720,-0.132,0.488
1558200128992,2019-05-18T19:22:08.992,1921.440,0.678,-0.162,0.420
1558200129072,2019-05-18T19:22:09.072,1921.520,0.820,-0.165,0.565
1558200129152,2019-05-18T19:22:09.152,1921.600,0.814,-0.134,0.563
1558200129232,2019-05-18T19:22:09.232,1921.680,0.783,-0.042,0.511
1558200129312,2019-05-18T19:22:09.312,1921.760,0.822,-0.069,0.529
1558200129392,2019-05-18T19:22:09.392,1921.840,0.794,-0.154,0.494
1558200129472,2019-05-18T19:22:09.472,1921.920,0.797,-0.234,0.445
1558200129552,2019-05-18T19:22:09.552,1922.000,0.834,-0.220,0.526
1558200129632,2019-05-18T19:22:09.632,1922.080,0.803,-0.176,0.581
1558200129712,2019-05-18T19:22:09.712,1922.160,0.816,-0.125,0.528
1558200129792,2019-05-18T19:22:09.792,1922.240,0.793,-0.180,0.478
1558200129872,2019-05-18T19:22:09.872,1922.320,0.745,-0.212,0.485
1558200129952,2019-05-18T19:22:09.952,1922.400,0.768,-0.177,0.524
1558200130032,2019-05-18T19:22:10.032,1922.480,0.833,-0.140,0.650
1558200130112,2019-05-18T19:22:10.112,1922.560,0.758,-0.106,0.546
1558200130192,2019-05-18T19:22:10.192,1922.640,0.635,-0.177,0.399
1558200130272,2019-05-18T19:22:10.272,1922.720,0.710,-0.202,0.475
1558200130352,2019-05-18T19:22:10.352,1922.800,0.746,-0.208,0.579
1558200130432,2019-05-18T19:22:10.432,1922.880,0.810,-0.123,0.606
1558200130512,2019-05-18T19:22:10.512,1922.960,0.704,-0.108,0.492
1558200130592,2019-05-18T19:22:10.592,1923.040,0.678,-0.125,0.419
1558200130672,2019-05-18T19:22:10.672,1923.120,0.764,-0.150,0.444
1558200130752,2019-05-18T19:22:10.752,1923.200,0.804,-0.164,0.522
1558200130832,2019-05-18T19:22:10.832,1923.280,0.787,-0.144,0.563
1558200130912,2019-05-18T19:22:10.912,1923.360,0.772,-0.165,0.531
1558200130992,2019-05-18T19:22:10.992,1923.440,0.671,-0.131,0.510
1558200131072,2019-05-18T19:22:11.072,1923.520,0.797,-0.110,0.553
1558200131152,2019-05-18T19:22:11.152,1923.600,0.836,-0.188,0.580
1558200131232,2019-05-18T19:22:11.232,1923.680,0.793,-0.245,0.495
1558200131312,2019-05-18T19:22:11.312,1923.760,0.753,-0.246,0.430
1558200131392,2019-05-18T19:22:11.392,1923.840,0.816,-0.144,0.473
1558200131472,2019-05-18T19:22:11.472,1923.920,0.866,-0.045,0.509
1558200131552,2019-05-18T19:22:11.552,1924.000,0.877,0.010,0.558
1558200131632,2019-05-18T19:22:11.632,1924.080,0.828,-0.027,0.563
1558200131712,2019-05-18T19:22:11.712,1924.160,0.798,-0.136,0.548
1558200131792,2019-05-18T19:22:11.792,1924.240,0.847,-0.157,0.566
1558200131872,2019-05-18T19:22:11.872,1924.320,0.865,-0.136,0.573
1558200131952,2019-05-18T19:22:11.952,1924.400,0.833,-0.122,0.584
1558200132032,2019-05-18T19:22:12.032,1924.480,0.849,-0.106,0.514
1558200132112,2019-05-18T19:22:12.112,1924.560,0.847,-0.144,0.488
1558200132192,2019-05-18T19:22:12.192,1924.640,0.822,-0.124,0.422
1558200132272,2019-05-18T19:22:12.272,1924.720,0.669,-0.082,0.364
1558200132352,2019-05-18T19:22:12.352,1924.800,0.708,-0.199,0.527
1558200132432,2019-05-18T19:22:12.432,1924.880,0.646,-0.090,0.693
1558200132512,2019-05-18T19:22:12.512,1924.960,0.648,0.033,0.674
1558200132592,2019-05-18T19:22:12.592,1925.040,0.804,-0.106,0.488
1558200132672,2019-05-18T19:22:12.672,1925.120,0.823,-0.022,0.175
1558200132752,2019-05-18T19:22:12.752,1925.200,0.789,-0.094,0.238
1558200132832,2019-05-18T19:22:12.832,1925.280,0.735,-0.107,0.568
1558200132912,2019-05-18T19:22:12.912,1925.360,0.752,-0.046,0.627
1558200132992,2019-05-18T19:22:12.992,1925.440,0.781,-0.088,0.351
1558200133072,2019-05-18T19:22:13.072,1925.520,0.923,-0.102,0.188
1558200133152,2019-05-18T19:22:13.152,1925.600,0.922,-0.141,0.321
1558200133232,2019-05-18T19:22:13.232,1925.680,0.816,-0.197,0.493
1558200133312,2019-05-18T19:22:13.312,1925.760,0.755,-0.083,0.585
1558200133392,2019-05-18T19:22:13.392,1925.840,0.812,0.022,0.545
1558200133472,2019-05-18T19:22:13.472,1925.920,0.790,0.005,0.461
1558200133552,2019-05-18T19:22:13.552,1926.000,0.938,-0.027,0.375
1558200133632,2019-05-18T19:22:13.632,1926.080,0.821,0.013,0.585
1558200133712,2019-05-18T19:22:13.712,1926.160,0.797,-0.042,0.486
1558200133792,2019-05-18T19:22:13.792,1926.240,0.832,-0.115,0.323
1558200133872,2019-05-18T19:22:13.872,1926.320,0.861,-0.238,0.324
1558200133952,2019-05-18T19:22:13.952,1926.400,0.937,-0.233,0.546
1558200134032,2019-05-18T19:22:14.032,1926.480,0.760,-0.125,0.615
1558200134112,2019-05-18T19:22:14.112,1926.560,0.764,-0.111,0.441
1558200134192,2019-05-18T19:22:14.192,1926.640,0.778,-0.062,0.354
1558200134272,2019-05-18T19:22:14.272,1926.720,0.775,-0.004,0.529
1558200134352,2019-05-18T19:22:14.352,1926.800,0.835,-0.017,0.616
1558200134432,2019-05-18T19:22:14.432,1926.880,0.813,-0.130,0.446
1558200134512,2019-05-18T19:22:14.512,1926.960,0.706,-0.097,0.295
1558200134592,2019-05-18T19:22:14.592,1927.040,0.775,-0.061,0.479
1558200134672,2019-05-18T19:22:14.672,1927.120,0.839,-0.089,0.555
1558200134752,2019-05-18T19:22:14.752,1927.200,0.814,-0.125,0.539
1558200134832,2019-05-18T19:22:14.832,1927.280,0.804,-0.118,0.521
1558200134912,2019-05-18T19:22:14.912,1927.360,0.801,-0.133,0.500
1558200134992,2019-05-18T19:22:14.992,1927.440,0.788,-0.101,0.478
1558200135072,2019-05-18T19:22:15.072,1927.520,0.710,-0.065,0.514
1558200135152,2019-05-18T19:22:15.152,1927.600,0.795,-0.073,0.552
1558200135232,2019-05-18T19:22:15.232,1927.680,0.819,-0.078,0.508
1558200135312,2019-05-18T19:22:15.312,1927.760,0.728,-0.068,0.390
1558200135392,2019-05-18T19:22:15.392,1927.840,0.691,-0.044,0.511
1558200135472,2019-05-18T19:22:15.472,1927.920,0.801,-0.069,0.514
1558200135552,2019-05-18T19:22:15.552,1928.000,0.891,-0.087,0.477
1558200135632,2019-05-18T19:22:15.632,1928.080,0.793,-0.088,0.411
1558200135712,2019-05-18T19:22:15.712,1928.160,0.821,-0.115,0.536
1558200135792,2019-05-18T19:22:15.792,1928.240,0.830,-0.112,0.519
1558200135872,2019-05-18T19:22:15.872,1928.320,0.748,-0.109,0.542
1558200135952,2019-05-18T19:22:15.952,1928.400,0.767,-0.091,0.604
1558200136032,2019-05-18T19:22:16.032,1928.480,0.874,-0.094,0.498
1558200136112,2019-05-18T19:22:16.112,1928.560,0.850,-0.090,0.373
1558200136192,2019-05-18T19:22:16.192,1928.640,0.783,-0.069,0.481
1558200136272,2019-05-18T19:22:16.272,1928.720,0.758,-0.067,0.529
1558200136352,2019-05-18T19:22:16.352,1928.800,0.881,-0.073,0.532
1558200136432,2019-05-18T19:22:16.432,1928.880,0.845,-0.094,0.543
1558200136512,2019-05-18T19:22:16.512,1928.960,0.665,-0.059,0.479
1558200136592,2019-05-18T19:22:16.592,1929.040,0.628,-0.034,0.581
1558200136672,2019-05-18T19:22:16.672,1929.120,0.868,-0.106,0.566
1558200136752,2019-05-18T19:22:16.752,1929.200,0.792,-0.096,0.363
1558200136832,2019-05-18T19:22:16.832,1929.280,0.779,-0.109,0.300
1558200136912,2019-05-18T19:22:16.912,1929.360,1.017,-0.070,0.383
1558200136992,2019-05-18T19:22:16.992,1929.440,0.767,-0.042,0.703
1558200137072,2019-05-18T19:22:17.072,1929.520,0.746,-0.065,0.603
1558200137152,2019-05-18T19:22:17.152,1929.600,0.858,-0.084,0.362
1558200137232,2019-05-18T19:22:17.232,1929.680,0.915,-0.148,0.422
1558200137312,2019-05-18T19:22:17.312,1929.760,0.818,-0.144,0.573
1558200137392,2019-05-18T19:22:17.392,1929.840,0.522,-0.147,0.496
1558200137472,2019-05-18T19:22:17.472,1929.920,0.777,-0.061,0.551
1558200137552,2019-05-18T19:22:17.552,1930.000,0.868,-0.084,0.555
1558200137632,2019-05-18T19:22:17.632,1930.080,0.818,-0.169,0.329
1558200137712,2019-05-18T19:22:17.712,1930.160,0.790,-0.108,0.382
1558200137792,2019-05-18T19:22:17.792,1930.240,0.707,-0.091,0.552
1558200137872,2019-05-18T19:22:17.872,1930.320,0.845,-0.099,0.581
1558200137952,2019-05-18T19:22:17.952,1930.400,0.928,-0.079,0.632
1558200138032,2019-05-18T19:22:18.032,1930.480,0.825,-0.076,0.441
1558200138112,2019-05-18T19:22:18.112,1930.560,0.761,-0.052,0.451
1558200138192,2019-05-18T19:22:18.192,1930.640,0.813,-0.078,0.510
1558200138272,2019-05-18T19:22:18.272,1930.720,0.843,-0.067,0.507
1558200138352,2019-05-18T19:22:18.352,1930.800,0.738,-0.040,0.520
1558200138432,2019-05-18T19:22:18.432,1930.880,0.825,-0.078,0.504
1558200138512,2019-05-18T19:22:18.512,1930.960,0.833,-0.070,0.477
1558200138592,2019-05-18T19:22:18.592,1931.040,0.799,-0.063,0.442
1558200138672,2019-05-18T19:22:18.672,1931.120,0.692,-0.064,0.442
1558200138752,2019-05-18T19:22:18.752,1931.200,0.746,-0.094,0.589
1558200138832,2019-05-18T19:22:18.832,1931.280,0.897,-0.135,0.528
1558200138912,2019-05-18T19:22:18.912,1931.360,0.797,-0.087,0.421
1558200138992,2019-05-18T19:22:18.992,1931.440,0.728,-0.108,0.498
1558200139072,2019-05-18T19:22:19.072,1931.520,0.831,-0.131,0.530
1558200139152,2019-05-18T19:22:19.152,1931.600,0.773,-0.077,0.494
1558200139232,2019-05-18T19:22:19.232,1931.680,0.698,-0.088,0.552
1558200139312,2019-05-18T19:22:19.312,1931.760,0.805,-0.112,0.556
1558200139392,2019-05-18T19:22:19.392,1931.840,0.837,-0.103,0.423
1558200139472,2019-05-18T19:22:19.472,1931.920,0.741,-0.083,0.469
1558200139552,2019-05-18T19:22:19.552,1932.000,0.794,-0.073,0.481
1558200139632,2019-05-18T19:22:19.632,1932.080,0.861,-0.050,0.487
1558200139712,2019-05-18T19:22:19.712,1932.160,0.865,-0.116,0.524
1558200139792,2019-05-18T19:22:19.792,1932.240,0.772,-0.129,0.491
1558200139872,2019-05-18T19:22:19.872,1932.320,0.716,-0.068,0.489
1558200139952,2019-05-18T19:22:19.952,1932.400,0.677,-0.039,0.564
1558200140032,2019-05-18T19:22:20.032,1932.480,0.889,-0.057,0.533
1558200140112,2019-05-18T19:22:20.112,1932.560,0.862,-0.066,0.436
1558200140192,2019-05-18T19:22:20.192,1932.640,0.739,-0.071,0.370
1558200140272,2019-05-18T19:22:20.272,1932.720,0.604,-0.066,0.469
1558200140352,2019-05-18T19:22:20.352,1932.800,0.671,-0.086,0.699
1558200140432,2019-05-18T19:22:20.432,1932.880,0.821,-0.078,0.694
1558200140512,2019-05-18T19:22:20.512,1932.960,0.735,-0.069,0.506
1558200140592,2019-05-18T19:22:20.592,1933.040,0.664,-0.075,0.418
1558200140672,2019-05-18T19:22:20.672,1933.120,0.754,-0.071,0.450
1558200140752,2019-05-18T19:22:20.752,1933.200,0.843,-0.088,0.487
1558200140832,2019-05-18T19:22:20.832,1933.280,0.828,-0.090,0.545
1558200140912,2019-05-18T19:22:20.912,1933.360,0.781,-0.091,0.533
1558200140992,2019-05-18T19:22:20.992,1933.440,0.663,-0.079,0.538
1558200141072,2019-05-18T19:22:21.072,1933.520,0.749,-0.086,0.615
1558200141152,2019-05-18T19:22:21.152,1933.600,0.846,-0.059,0.554
1558200141232,2019-05-18T19:22:21.232,1933.680,0.799,-0.086,0.417
1558200141312,2019-05-18T19:22:21.312,1933.760,0.788,-0.125,0.410
1558200141392,2019-05-18T19:22:21.392,1933.840,0.813,-0.148,0.479
1558200141472,2019-05-18T19:22:21.472,1933.920,0.868,-0.121,0.560
1558200141552,2019-05-18T19:22:21.552,1934.000,0.849,-0.114,0.579
1558200141632,2019-05-18T19:22:21.632,1934.080,0.773,-0.097,0.534
1558200141712,2019-05-18T19:22:21.712,1934.160,0.819,-0.077,0.535
1558200141792,2019-05-18T19:22:21.792,1934.240,0.866,-0.058,0.503
1558200141872,2019-05-18T19:22:21.872,1934.320,0.797,-0.041,0.450
1558200141952,2019-05-18T19:22:21.952,1934.400,0.841,-0.055,0.470
1558200142032,2019-05-18T19:22:22.032,1934.480,0.784,-0.091,0.494
1558200142112,2019-05-18T19:22:22.112,1934.560,0.601,-0.074,0.537
1558200142192,2019-05-18T19:22:22.192,1934.640,0.781,-0.088,0.630
1558200142272,2019-05-18T19:22:22.272,1934.720,0.877,-0.112,0.497
1558200142352,2019-05-18T19:22:22.352,1934.800,0.760,-0.092,0.374
1558200142432,2019-05-18T19:22:22.432,1934.880,0.732,-0.078,0.410
1558200142512,2019-05-18T19:22:22.512,1934.960,0.811,-0.104,0.458
1558200142592,2019-05-18T19:22:22.592,1935.040,0.855,-0.114,0.525
1558200142672,2019-05-18T19:22:22.672,1935.120,0.740,-0.111,0.576
1558200142752,2019-05-18T19:22:22.752,1935.200,0.769,-0.076,0.576
1558200142832,2019-05-18T19:22:22.832,1935.280,0.870,-0.063,0.510
1558200142912,2019-05-18T19:22:22.912,1935.360,0.804,-0.070,0.417
1558200142992,2019-05-18T19:22:22.992,1935.440,0.808,-0.063,0.419
1558200143072,2019-05-18T19:22:23.072,1935.520,0.719,-0.080,0.479
1558200143152,2019-05-18T19:22:23.152,1935.600,0.702,-0.062,0.613
1558200143232,2019-05-18T19:22:23.232,1935.680,0.812,-0.099,0.611
1558200143312,2019-05-18T19:22:23.312,1935.760,0.864,-0.077,0.471
1558200143392,2019-05-18T19:22:23.392,1935.840,0.620,-0.050,0.376
1558200143472,2019-05-18T19:22:23.472,1935.920,0.631,-0.047,0.476
1558200143552,2019-05-18T19:22:23.552,1936.000,0.866,-0.080,0.528
1558200143632,2019-05-18T19:22:23.632,1936.080,0.926,-0.088,0.479
1558200143712,2019-05-18T19:22:23.712,1936.160,0.771,-0.096,0.437
1558200143792,2019-05-18T19:22:23.792,1936.240,0.786,-0.106,0.488
1558200143872,2019-05-18T19:22:23.872,1936.320,0.665,-0.075,0.544
1558200143952,2019-05-18T19:22:23.952,1936.400,0.701,-0.094,0.681
1558200144032,2019-05-18T19:22:24.032,1936.480,0.861,-0.130,0.539
1558200144112,2019-05-18T19:22:24.112,1936.560,0.814,-0.111,0.372
1558200144192,2019-05-18T19:22:24.192,1936.640,0.717,-0.065,0.374
1558200144272,2019-05-18T19:22:24.272,1936.720,0.791,-0.059,0.442
1558200144352,2019-05-18T19:22:24.352,1936.800,0.833,-0.069,0.485
1558200144432,2019-05-18T19:22:24.432,1936.880,0.776,-0.087,0.644
1558200144512,2019-05-18T19:22:24.512,1936.960,0.769,-0.107,0.580
1558200144592,2019-05-18T19:22:24.592,1937.040,0.735,-0.072,0.474
1558200144672,2019-05-18T19:22:24.672,1937.120,0.788,-0.096,0.458
1558200144752,2019-05-18T19:22:24.752,1937.200,0.824,-0.125,0.420
1558200144832,2019-05-18T19:22:24.832,1937.280,0.718,-0.067,0.413
1558200144912,2019-05-18T19:22:24.912,1937.360,0.671,-0.066,0.586
1558200144992,2019-05-18T19:22:24.992,1937.440,0.747,-0.117,0.625
1558200145072,2019-05-18T19:22:25.072,1937.520,0.908,-0.100,0.468
1558200145152,2019-05-18T19:22:25.152,1937.600,0.722,-0.086,0.425
1558200145232,2019-05-18T19:22:25.232,1937.680,0.737,-0.071,0.500
1558200145312,2019-05-18T19:22:25.312,1937.760,0.721,-0.029,0.548
1558200145392,2019-05-18T19:22:25.392,1937.840,0.742,-0.050,0.624
1558200145472,2019-05-18T19:22:25.472,1937.920,0.646,-0.083,0.574
1558200145552,2019-05-18T19:22:25.552,1938.000,0.768,-0.068,0.536
1558200145632,2019-05-18T19:22:25.632,1938.080,0.816,-0.069,0.506
